SAMPID  ,   SMATSSCR  ,  SMCENTER  ,  SMPTHNTS  ,  SMRIN
GTEX-Q2AG-0011-R11A-SM-2HMKZ  ,   C1,  ,  A1  ,  9.5  ,  Brain
GTEX-Q2AG-0011-R11A-SM-2IZK6  ,   C1,  ,  A1  ,  9.5  ,  Brain
GTEX-Q2AG-0011-R1A-SM-2HMJI  ,   C1,  ,  A1  ,  8.3  ,  Brain
GTEX-Q2AG-0011-R1A-SM-2IZJV  ,   C1,  ,  A1  ,  8.3  ,  Brain
GTEX-Q2AG-0011-R2A-SM-2HMIT  ,   C1,  ,  A1  ,  8.1  ,  Brain
GTEX-Q2AG-0011-R2A-SM-2IZKB  ,   C1,  ,  A1  ,  8.1  ,  Brain
GTEX-Q2AG-0011-R3A-SM-2HMJ9  ,   C1,  ,  A1  ,  7.6  ,  Brain
GTEX-Q2AG-0011-R3A-SM-2IZJT  ,   C1,  ,  A1  ,  7.6  ,  Brain
GTEX-Q2AG-0011-R4A-SM-2HMKA  ,   C1,  ,  A1  ,  7.7  ,  Brain
GTEX-Q2AG-0011-R4A-SM-2IZK4  ,   C1,  ,  A1  ,  7.7  ,  Brain
GTEX-Q2AG-0011-R5A-SM-2HMJH  ,   C1,  ,  A1  ,  8.5  ,  Brain
GTEX-Q2AG-0011-R5A-SM-2IZJU  ,   C1,  ,  A1  ,  8.5  ,  Brain
GTEX-Q2AG-0011-R6A-SM-2HML7  ,   C1,  ,  A1  ,  8.3  ,  Brain
GTEX-Q2AG-0011-R6A-SM-2IZK8  ,   C1,  ,  A1  ,  8.3  ,  Brain
GTEX-Q2AG-0011-R7A-SM-2HMJP  ,   C1,  ,  A1  ,  8.8  ,  Brain
GTEX-Q2AG-0011-R7A-SM-2IZKA  ,   C1,  ,  A1  ,  8.8  ,  Brain
GTEX-Q2AG-0011-R8A-SM-2HMK5  ,   C1,  ,  A1  ,  6.5  ,  Brain
GTEX-Q2AG-0011-R8A-SM-2IZK3  ,   C1,  ,  A1  ,  6.5  ,  Brain
GTEX-Q2AG-0011-R9A-SM-2HMJ6  ,   C1,  ,  A1  ,  7  ,  Brain
GTEX-Q2AG-0011-R9A-SM-2IZJS  ,   C1,  ,  A1  ,  7  ,  Brain
GTEX-Q2AG-0126-SM-2HMLB  ,   1  ,  C1  ,  6  ,  ~8x2.5mm
GTEX-Q2AG-0126-SM-2IZJX  ,   1  ,  C1  ,  6  ,  ~8x2.5mm
GTEX-Q2AG-0126-SM-33HBV  ,   1  ,  C1  ,  6  ,  ~8x2.5mm
GTEX-Q2AG-0226-SM-2QU2T  ,   1  ,  C1  ,  2  ,  ~9x6mm
GTEX-Q2AG-0226-SM-2S1P4  ,   1  ,  C1  ,  2  ,  ~9x6mm
GTEX-Q2AG-0426-SM-2QU4J  ,   1  ,  C1  ,  2  ,  ~7x6.5mm
GTEX-Q2AG-0426-SM-2S1PU  ,   1  ,  C1  ,  2  ,  ~7x6.5mm
GTEX-Q2AG-0526-SM-2QU4W  ,   1  ,  C1  ,  2  ,  ~2mm
GTEX-Q2AG-0526-SM-2S1PW  ,   1  ,  C1  ,  2  ,  ~2mm
GTEX-Q2AG-0626-SM-2QU4M  ,   2  ,  C1  ,  2  ,  ~6x4.5mm
GTEX-Q2AG-0626-SM-2S1PV  ,   2  ,  C1  ,  2  ,  ~6x4.5mm
GTEX-Q2AG-0826-SM-2HMKF  ,   2  ,  C1  ,  2  ,  ~8x6.5mm
GTEX-Q2AG-0826-SM-2IZK5  ,   2  ,  C1  ,  2  ,  ~8x6.5mm
GTEX-Q2AG-1026-SM-2HMJX  ,   2  ,  C1  ,  2  ,  ~8x6.5mm
GTEX-Q2AG-1026-SM-2IZK1  ,   2  ,  C1  ,  2  ,  ~8x6.5mm
GTEX-Q2AG-1026-SM-33HBW  ,   2  ,  C1  ,  2  ,  ~8x6.5mm
GTEX-Q2AG-2826-SM-2HMJQ  ,   2  ,  C1  ,  4  ,  ~6x4
GTEX-Q2AG-2826-SM-2IZJY  ,   2  ,  C1  ,  4  ,  ~6x4
GTEX-Q2AG-2926-SM-2HMJ3  ,   2  ,  C1  ,  4  ,  fragmented
GTEX-Q2AG-2926-SM-2IZJR  ,   2  ,  C1  ,  4  ,  fragmented
GTEX-Q2AH-0004-SM-2IJGI  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-Q2AH-0004-SM-2XK1W  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-Q2AH-0005-SM-2I3FI  ,   B1  ,  7.8  ,  Blood  ,  Whole
GTEX-Q2AH-0005-SM-2IZIK  ,   B1  ,  7.8  ,  Blood  ,  Whole
GTEX-Q2AH-0005-SM-33HBR  ,   B1  ,  7.8  ,  Blood  ,  Whole
GTEX-Q2AH-0426-SM-2I3EP  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-Q2AH-0426-SM-2IZIE  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-Q2AH-0526-SM-2I3ED  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-Q2AH-0526-SM-2IZI3  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-Q2AH-0726-SM-2I3EA  ,   1  ,  B1  ,  2  ,  pieces
GTEX-Q2AH-0726-SM-2IZHZ  ,   1  ,  B1  ,  2  ,  pieces
GTEX-Q2AH-1626-SM-2QU36  ,   1  ,  B1  ,  6  ,  pieces
GTEX-Q2AH-1626-SM-3GAF8  ,   1  ,  B1  ,  6  ,  pieces
GTEX-Q2AH-1726-SM-2S1OT  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-Q2AH-1726-SM-3NB2B  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-Q2AH-1826-SM-2QU55  ,   1  ,  B1  ,  2  ,  pieces
GTEX-Q2AH-1826-SM-2S1Q2  ,   1  ,  B1  ,  2  ,  pieces
GTEX-Q2AH-1926-SM-2QU43  ,   1  ,  B1  ,  2  ,  pieces
GTEX-Q2AH-1926-SM-2S1PN  ,   1  ,  B1  ,  2  ,  pieces
GTEX-Q2AH-2026-SM-2QU4Q  ,   1  ,  B1  ,  2  ,  pieces
GTEX-Q2AH-2026-SM-2S1PX  ,   1  ,  B1  ,  2  ,  pieces
GTEX-Q2AI-0003-SM-2IJGK  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-Q2AI-0003-SM-2XK1X  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-Q2AI-0006-SM-2I3FG  ,   B1  ,  8.6  ,  Blood  ,  Whole
GTEX-Q2AI-0006-SM-2IZII  ,   B1  ,  8.6  ,  Blood  ,  Whole
GTEX-Q2AI-0326-SM-2I3EK  ,   1  ,  B1  ,  2  ,  pieces
GTEX-Q2AI-0326-SM-2IZI9  ,   1  ,  B1  ,  2  ,  pieces
GTEX-Q2AI-0526-SM-2I3EJ  ,   1  ,  B1  ,  2  ,  pieces
GTEX-Q2AI-0526-SM-2IZI8  ,   1  ,  B1  ,  2  ,  pieces
GTEX-Q2AI-1326-SM-2QU41  ,   1  ,  B1  ,  6  ,  pieces
GTEX-Q2AI-1326-SM-2S1PL  ,   1  ,  B1  ,  6  ,  pieces
GTEX-Q2AI-1426-SM-2QU2Y  ,   1  ,  B1  ,  2  ,  pieces
GTEX-Q2AI-1426-SM-2S1P5  ,   1  ,  B1  ,  2  ,  pieces
GTEX-Q2AI-1526-SM-2QU49  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-Q2AI-1526-SM-3GIJ3  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-Q2AI-1626-SM-2QU33  ,   1  ,  B1  ,  2,  ,  2mm
GTEX-Q2AI-1626-SM-2S1P9  ,   1  ,  B1  ,  2,  ,  2mm
GTEX-Q2AI-1726-SM-2QU4Z  ,   1  ,  B1  ,  2  ,  pieces
GTEX-Q2AI-1726-SM-2S1PZ  ,   1  ,  B1  ,  2  ,  pieces
GTEX-Q734-0001-SM-2IJGM  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-Q734-0001-SM-2XK1A  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-Q734-0006-SM-2I3FJ  ,   B1  ,  8  ,  Blood  ,  Whole
GTEX-Q734-0006-SM-2IZIL  ,   B1  ,  8  ,  Blood  ,  Whole
GTEX-Q734-0526-SM-2I3EH  ,   1  ,  B1  ,  1  ,  ~14x7mm
GTEX-Q734-0526-SM-2IZI7  ,   1  ,  B1  ,  1  ,  ~14x7mm
GTEX-Q734-0626-SM-2I3EF  ,   1  ,  B1  ,  2  ,  ~11x8mm
GTEX-Q734-0626-SM-2IZI5  ,   1  ,  B1  ,  2  ,  ~11x8mm
GTEX-Q734-1826-SM-2I3EL  ,   1  ,  B1  ,  2  ,  ~8.5x6mm
GTEX-Q734-1826-SM-2IZIA  ,   1  ,  B1  ,  2  ,  ~8.5x6mm
GTEX-Q734-1926-SM-2I5EV  ,   0  ,  B1  ,  6  ,  pieces,
GTEX-Q734-1926-SM-2IZIV  ,   0  ,  B1  ,  6  ,  pieces,
GTEX-Q734-2026-SM-2QU4S  ,   1  ,  B1  ,  2  ,  ~9x7mm
GTEX-Q734-2026-SM-3GADA  ,   1  ,  B1  ,  2  ,  ~9x7mm
GTEX-Q734-2226-SM-2QU4H  ,   1  ,  B1  ,  2  ,  ~4x2mm
GTEX-Q734-2226-SM-3GAD9  ,   1  ,  B1  ,  2  ,  ~4x2mm
GTEX-QCQG-0003-SM-2IJGO  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-QCQG-0003-SM-2XK19  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-QCQG-0006-SM-2IZJN  ,   B1  ,  8.2  ,  Blood  ,  Whole
GTEX-QCQG-0006-SM-2S1OW  ,   B1  ,  8.2  ,  Blood  ,  Whole
GTEX-QCQG-0326-SM-2I3ES  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-QCQG-0326-SM-2IZIH  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-QCQG-1726-SM-2QU57  ,   1  ,  B1  ,  6  ,  pieces,
GTEX-QCQG-1726-SM-3GIJ9  ,   1  ,  B1  ,  6  ,  pieces,
GTEX-QCQG-1826-SM-2QU2R  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-QCQG-1826-SM-2S1P2  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-QCQG-1926-SM-2QU3U  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-QCQG-1926-SM-2S1PI  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-QCQG-2026-SM-2QU3K  ,   1  ,  B1  ,  2  ,  pieces
GTEX-QCQG-2026-SM-2S1PH  ,   1  ,  B1  ,  2  ,  pieces
GTEX-QCQG-2126-SM-2QU35  ,   1  ,  B1  ,  2  ,  pieces
GTEX-QCQG-2126-SM-2S1P8  ,   1  ,  B1  ,  2  ,  pieces
GTEX-QDT8-0006-SM-2XV5I  ,   C1  ,  8.1  ,  Blood  ,  Whole
GTEX-QDT8-0006-SM-32PL3  ,   C1  ,  8.1  ,  Blood  ,  Whole
GTEX-QDT8-0011-R10A-SM-32PKG  ,   C1,  ,  A1  ,  9  ,  Brain
GTEX-QDT8-0011-R11A-SM-32PKD  ,   C1,  ,  A1  ,  8.6  ,  Brain
GTEX-QDT8-0011-R1A-SM-32PKS  ,   C1,  ,  A1  ,  6.2  ,  Brain
GTEX-QDT8-0011-R2A-SM-32PKQ  ,   C1,  ,  A1  ,  7.1  ,  Brain
GTEX-QDT8-0011-R3A-SM-32PKR  ,   C1,  ,  A1  ,  6.6  ,  Brain
GTEX-QDT8-0011-R4A-SM-32PKM  ,   C1,  ,  A1  ,  7.3  ,  Brain
GTEX-QDT8-0011-R5A-SM-32PKN  ,   C1,  ,  A1  ,  7  ,  Brain
GTEX-QDT8-0011-R6A-SM-32PKI  ,   C1,  ,  A1  ,  7  ,  Brain
GTEX-QDT8-0011-R7A-SM-32PKF  ,   C1,  ,  A1  ,  8.9  ,  Brain
GTEX-QDT8-0011-R8A-SM-32PKE  ,   C1,  ,  A1  ,  7.2  ,  Brain
GTEX-QDT8-0011-R9A-SM-32PKH  ,   C1,  ,  A1  ,  7.4  ,  Brain
GTEX-QDT8-0226-SM-2XV5J  ,   1  ,  C1  ,  2  ,  ~8x7mm
GTEX-QDT8-0226-SM-32PL4  ,   1  ,  C1  ,  2  ,  ~8x7mm
GTEX-QDT8-0326-SM-2XV4W  ,   1  ,  C1  ,  2  ,  ~6.5x3.5mm
GTEX-QDT8-0326-SM-32PL1  ,   1  ,  C1  ,  2  ,  ~6.5x3.5mm
GTEX-QDT8-0426-SM-2XV4J  ,   1  ,  C1  ,  2  ,  ~2.5x1.5mm
GTEX-QDT8-0426-SM-32PKZ  ,   1  ,  C1  ,  2  ,  ~2.5x1.5mm
GTEX-QDT8-0526-SM-2XV5Q  ,   1  ,  C1  ,  2  ,  ~8x6mm
GTEX-QDT8-0526-SM-32PL5  ,   1  ,  C1  ,  2  ,  ~8x6mm
GTEX-QDT8-0526-SM-3NMD8  ,   1  ,  C1  ,  2  ,  ~8x6mm
GTEX-QDT8-0926-SM-2XV59  ,   2  ,  C1  ,  2  ,  ~7x6mm
GTEX-QDT8-0926-SM-325A6  ,   2  ,  C1  ,  2  ,  ~7x6mm
GTEX-QDT8-0926-SM-325HN  ,   2  ,  C1  ,  2  ,  ~7x6mm
GTEX-QDT8-0926-SM-32PL2  ,   2  ,  C1  ,  2  ,  ~7x6mm
GTEX-QDT8-2926-SM-32PKC  ,   1  ,  C1  ,  4  ,  ~6x4mm
GTEX-QDT8-3026-SM-32PKB  ,   1  ,  C1  ,  4  ,  ~5x5mm
GTEX-QDVJ-0003-SM-2MRI3  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-QDVJ-0003-SM-2XK1Y  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-QDVJ-0005-SM-2QU5C  ,   C1  ,  8.6  ,  Blood  ,  Whole
GTEX-QDVJ-0005-SM-2TC5X  ,   C1  ,  8.6  ,  Blood  ,  Whole
GTEX-QDVJ-0226-SM-2I5FV  ,   2  ,  C1  ,  2  ,  pieces
GTEX-QDVJ-0226-SM-2M48Z  ,   2  ,  C1  ,  2  ,  pieces
GTEX-QDVJ-0426-SM-2I5FW  ,   1  ,  C1  ,  2  ,  pieces
GTEX-QDVJ-0426-SM-2M491  ,   1  ,  C1  ,  2  ,  pieces
GTEX-QDVJ-0926-SM-2I5FU  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-QDVJ-0926-SM-2M48Y  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-QDVJ-1726-SM-2I5FX  ,   1  ,  C1  ,  6  ,  pieces
GTEX-QDVJ-1726-SM-2M492  ,   1  ,  C1  ,  6  ,  pieces
GTEX-QDVJ-1826-SM-2QU2U  ,   1  ,  C1  ,  2  ,  pieces
GTEX-QDVJ-1826-SM-2S1P3  ,   1  ,  C1  ,  2  ,  pieces
GTEX-QDVJ-1926-SM-2QU3T  ,   1  ,  C1  ,  2  ,  pieces;
GTEX-QDVJ-1926-SM-2S1PJ  ,   1  ,  C1  ,  2  ,  pieces;
GTEX-QDVJ-2026-SM-2QU3H  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-QDVJ-2026-SM-2S1PD  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-QDVJ-2126-SM-2QU44  ,   2  ,  C1  ,  2  ,  pieces,
GTEX-QDVJ-2126-SM-2S1PO  ,   2  ,  C1  ,  2  ,  pieces,
GTEX-QDVN-0003-SM-2IJGQ  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-QDVN-0003-SM-2XK1Z  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-QDVN-0326-SM-2I3FS  ,   1  ,  B1  ,  2  ,  ~11x10mm
GTEX-QDVN-0326-SM-2IZIS  ,   1  ,  B1  ,  2  ,  ~11x10mm
GTEX-QDVN-0626-SM-2I3FP  ,   1  ,  B1  ,  2  ,  ~12x10mm
GTEX-QDVN-0626-SM-2M49S  ,   1  ,  B1  ,  2  ,  ~12x10mm
GTEX-QDVN-0726-SM-2I3FO  ,   2  ,  B1  ,  2  ,  ~13x7mm
GTEX-QDVN-0726-SM-2IZIP  ,   2  ,  B1  ,  2  ,  ~13x7mm
GTEX-QDVN-0926-SM-2I5GL  ,   1  ,  B1  ,  2  ,  ~7.5x6.5mm
GTEX-QDVN-1526-SM-2IZJP  ,   1  ,  B1  ,  2  ,  ~9x6mm
GTEX-QDVN-2026-SM-2QU4I  ,   1  ,  B1  ,  6  ,  ~6.5x2.5mm
GTEX-QDVN-2026-SM-3GAEP  ,   1  ,  B1  ,  6  ,  ~6.5x2.5mm
GTEX-QDVN-2126-SM-2I3FR  ,   1  ,  B1  ,  2  ,  ~9x6mm
GTEX-QDVN-2126-SM-2IZIR  ,   1  ,  B1  ,  2  ,  ~9x6mm
GTEX-QDVN-2126-SM-33HBS  ,   1  ,  B1  ,  2  ,  ~9x6mm
GTEX-QDVN-2226-SM-2QU3V  ,   1  ,  B1  ,  2  ,  ~7.5x4mm
GTEX-QDVN-2226-SM-2S1PM  ,   1  ,  B1  ,  2  ,  ~7.5x4mm
GTEX-QDVN-2326-SM-2QU3O  ,   1  ,  B1  ,  2  ,  7x6mm
GTEX-QDVN-2326-SM-2S1PF  ,   1  ,  B1  ,  2  ,  7x6mm
GTEX-QDVN-2426-SM-2QU5A  ,   1  ,  B1  ,  2  ,  ~9x6mm
GTEX-QDVN-2426-SM-2S1Q4  ,   1  ,  B1  ,  2  ,  ~9x6mm
GTEX-QEG4-0003-SM-2MRI5  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-QEG4-0003-SM-2XK24  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-QEG4-0006-SM-2I5FY  ,   C1  ,  8  ,  Blood  ,  Whole
GTEX-QEG4-0006-SM-2M493  ,   C1  ,  8  ,  Blood  ,  Whole
GTEX-QEG4-0226-SM-2QU52  ,   1  ,  C1  ,  6  ,  ~7.5x2.5mm
GTEX-QEG4-0226-SM-2S1PY  ,   1  ,  C1  ,  6  ,  ~7.5x2.5mm
GTEX-QEG4-0326-SM-2S1OS  ,   1  ,  C1  ,  2  ,  ~8.5x8mm
GTEX-QEG4-0426-SM-2I5GK  ,   1  ,  C1  ,  2  ,  ~8x6.5mm
GTEX-QEG4-0426-SM-2M49M  ,   1  ,  C1  ,  2  ,  ~8x6.5mm
GTEX-QEG4-0426-SM-33HC3  ,   1  ,  C1  ,  2  ,  ~8x6.5mm
GTEX-QEG4-0626-SM-2M487  ,   1  ,  C1  ,  2  ,  ~10x6mm
GTEX-QEG4-0626-SM-2S1OY  ,   1  ,  C1  ,  2  ,  ~10x6mm
GTEX-QEG4-1126-SM-2QU2V  ,   1  ,  C1  ,  2  ,  ~4.3x2.3mm
GTEX-QEG4-1126-SM-2S1P7  ,   1  ,  C1  ,  2  ,  ~4.3x2.3mm
GTEX-QEG4-1226-SM-2QU2X  ,   1  ,  C1  ,  2  ,  ~2.3x1.2mm
GTEX-QEG4-1226-SM-2S1P6  ,   1  ,  C1  ,  2  ,  ~2.3x1.2mm
GTEX-QEG5-0003-SM-2MRI7  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-QEG5-0003-SM-2XK26  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-QEG5-0006-SM-2I5FZ  ,   C1  ,  7.5  ,  Blood  ,  Whole
GTEX-QEG5-0006-SM-2IZJE  ,   C1  ,  7.5  ,  Blood  ,  Whole
GTEX-QEG5-0226-SM-2I5GI  ,   1  ,  C1  ,  6  ,  pieces
GTEX-QEG5-0226-SM-2M49K  ,   1  ,  C1  ,  6  ,  pieces
GTEX-QEG5-0326-SM-2QU3C  ,   1  ,  C1  ,  2  ,  pieces
GTEX-QEG5-0326-SM-2S1PB  ,   1  ,  C1  ,  2  ,  pieces
GTEX-QEG5-0426-SM-2I5GJ  ,   1  ,  C1  ,  2  ,  pieces
GTEX-QEG5-0426-SM-2M49L  ,   1  ,  C1  ,  2  ,  pieces
GTEX-QEG5-0526-SM-2QU38  ,   1  ,  C1  ,  2  ,  pieces
GTEX-QEG5-0526-SM-2S1PC  ,   1  ,  C1  ,  2  ,  pieces
GTEX-QEG5-0626-SM-2QU47  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-QEG5-0626-SM-2S1PP  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-QEG5-0826-SM-2I5GF  ,   2  ,  C1  ,  2  ,  pieces
GTEX-QEG5-0826-SM-2M49H  ,   2  ,  C1  ,  2  ,  pieces
GTEX-QEG5-0926-SM-2M49I  ,   1  ,  C1  ,  2  ,  pieces
GTEX-QEG5-0926-SM-2TC64  ,   1  ,  C1  ,  2  ,  pieces
GTEX-QEG5-1126-SM-2I5GH  ,   1  ,  C1  ,  2  ,  pieces
GTEX-QEG5-1126-SM-2M49J  ,   1  ,  C1  ,  2  ,  pieces
GTEX-QEG5-1126-SM-33HC2  ,   1  ,  C1  ,  2  ,  pieces
GTEX-QEL4-0004-SM-2RXF3  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-QEL4-0226-SM-2TWAW  ,   1  ,  C1  ,  6  ,  ~8x3mm
GTEX-QEL4-0326-SM-2TWAX  ,   1  ,  C1  ,  2  ,  ~9x9mm
GTEX-QEL4-0326-SM-3GAE5  ,   1  ,  C1  ,  2  ,  ~9x9mm
GTEX-QEL4-0426-SM-3GACZ  ,   1  ,  C1  ,  2  ,  ~6x5mm
GTEX-QEL4-0526-SM-2TWAR  ,   1  ,  C1  ,  2  ,  ~3mm
GTEX-QEL4-0526-SM-3GIJ4  ,   1  ,  C1  ,  2  ,  ~3mm
GTEX-QEL4-0626-SM-2TWB7  ,   1  ,  C1  ,  2  ,  ~11x6mm
GTEX-QEL4-0626-SM-3GIJM  ,   1  ,  C1  ,  2  ,  ~11x6mm
GTEX-QEL4-0726-SM-2TWCQ  ,   1  ,  C1  ,  2  ,  ~9.5x5.5mm
GTEX-QEL4-0726-SM-3GIJ5  ,   1  ,  C1  ,  2  ,  ~9.5x5.5mm
GTEX-QEL4-0826-SM-2TWC4  ,   2  ,  C1  ,  2  ,  ~9x8mm
GTEX-QEL4-0826-SM-325AI  ,   2  ,  C1  ,  2  ,  ~9x8mm
GTEX-QEL4-0826-SM-325HZ  ,   2  ,  C1  ,  2  ,  ~9x8mm
GTEX-QEL4-0826-SM-3GAF2  ,   2  ,  C1  ,  2  ,  ~9x8mm
GTEX-QEL4-0926-SM-2TWBY  ,   1  ,  C1  ,  2  ,  9x8mm
GTEX-QEL4-0926-SM-3GAD1  ,   1  ,  C1  ,  2  ,  9x8mm
GTEX-QESD-0001-SM-2MRI9  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-QESD-0001-SM-2XK21  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-QESD-0006-SM-2I5G6  ,   B1  ,  8  ,  Blood  ,  Whole
GTEX-QESD-0006-SM-2M499  ,   B1  ,  8  ,  Blood  ,  Whole
GTEX-QESD-0526-SM-2I5G5  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-QESD-0526-SM-2M498  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-QESD-0626-SM-2I5G4  ,   0  ,  B1  ,  2  ,  pieces
GTEX-QESD-0626-SM-2M497  ,   0  ,  B1  ,  2  ,  pieces
GTEX-QESD-1426-SM-2QU4L  ,   1  ,  B1  ,  6  ,  pieces,
GTEX-QESD-1426-SM-2S1R9  ,   1  ,  B1  ,  6  ,  pieces,
GTEX-QESD-1526-SM-2S1QT  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-QESD-1626-SM-2QU58  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-QESD-1626-SM-2S1RB  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-QESD-1726-SM-2QU3X  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-QESD-1726-SM-2S1R7  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-QLQ7-0003-SM-2MRIB  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-QLQ7-0003-SM-2XK22  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-QLQ7-0005-SM-2M486  ,   B1  ,  8.8  ,  Blood  ,  Whole
GTEX-QLQ7-0005-SM-2S1QP  ,   B1  ,  8.8  ,  Blood  ,  Whole
GTEX-QLQ7-0526-SM-2I5G3  ,   1  ,  B1  ,  2  ,  ~9x8mm
GTEX-QLQ7-0526-SM-2M496  ,   1  ,  B1  ,  2  ,  ~9x8mm
GTEX-QLQ7-0726-SM-2I5G2  ,   1  ,  B1  ,  2  ,  ~9x7mm
GTEX-QLQ7-0726-SM-2M495  ,   1  ,  B1  ,  2  ,  ~9x7mm
GTEX-QLQ7-1526-SM-2S1QA  ,   1  ,  B1  ,  2  ,  ~11x8m
GTEX-QLQ7-1626-SM-2QU45  ,   1  ,  B1  ,  6  ,  ~6.5x2.5mm
GTEX-QLQ7-1626-SM-2S1R8  ,   1  ,  B1  ,  6  ,  ~6.5x2.5mm
GTEX-QLQ7-1726-SM-2M48G  ,   1  ,  B1  ,  2  ,  ~11x6mm
GTEX-QLQ7-1726-SM-2S1QQ  ,   1  ,  B1  ,  2  ,  ~11x6mm
GTEX-QLQ7-1826-SM-2QU3E  ,   1  ,  B1  ,  2  ,  ~6x4mm
GTEX-QLQ7-1826-SM-2S1R5  ,   1  ,  B1  ,  2  ,  ~6x4mm
GTEX-QLQ7-1926-SM-2QU3Q  ,   1  ,  B1  ,  2  ,  ~2x1mm
GTEX-QLQ7-1926-SM-2S1R6  ,   1  ,  B1  ,  2  ,  ~2x1mm
GTEX-QLQW-0001-SM-2MRID  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-QLQW-0001-SM-2XK23  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-QLQW-0005-SM-2QU4U  ,   B1  ,  9.2  ,  Blood  ,  Whole
GTEX-QLQW-0005-SM-2S1RA  ,   B1  ,  9.2  ,  Blood  ,  Whole
GTEX-QLQW-1126-SM-2S1Q8  ,   1  ,  B1  ,  6  ,  pieces
GTEX-QLQW-1126-SM-2TO72  ,   1  ,  B1  ,  6  ,  pieces
GTEX-QLQW-1226-SM-2S1Q9  ,   1  ,  B1  ,  2  ,  pieces
GTEX-QLQW-1326-SM-2M48H  ,   1  ,  B1  ,  2  ,  pieces:
GTEX-QLQW-1326-SM-2S1QS  ,   1  ,  B1  ,  2  ,  pieces:
GTEX-QLQW-1426-SM-2S1QU  ,   1  ,  B1  ,  2  ,  pieces
GTEX-QLQW-1426-SM-2TO4N  ,   1  ,  B1  ,  2  ,  pieces
GTEX-QLQW-1526-SM-2S1QV  ,   1  ,  B1  ,  2  ,  pieces
GTEX-QLQW-1526-SM-2TO4Z  ,   1  ,  B1  ,  2  ,  pieces
GTEX-QMR6-0005-SM-32PKY  ,   D1  ,  6.8  ,  Blood  ,  Whole
GTEX-QMR6-0011-R10A-SM-32PKO  ,   D1,  ,  A1  ,  7.8  ,  Brain
GTEX-QMR6-0011-R11A-SM-32PKK  ,   D1,  ,  A1  ,  8.1  ,  Brain
GTEX-QMR6-0011-R1A-SM-32PKW  ,   D1,  ,  A1  ,  6.1  ,  Brain
GTEX-QMR6-0011-R2A-SM-32PKV  ,   D1,  ,  A1  ,  7.3  ,  Brain
GTEX-QMR6-0011-R4A-SM-32PKU  ,   D1,  ,  A1  ,  6.6  ,  Brain
GTEX-QMR6-0011-R5A-SM-32PKT  ,   D1,  ,  A1  ,  6.8  ,  Brain
GTEX-QMR6-0011-R6A-SM-32PKP  ,   D1,  ,  A1  ,  8.1  ,  Brain
