SAMPID  ,   SMATSSCR  ,  SMCENTER  ,  SMPTHNTS  ,  SMRIN
GTEX-S4P3-0008-SM-3NM8R  ,   B1  ,  9.1  ,  Skin  ,  Cells
GTEX-S4P3-0226-SM-2XUAX  ,   1  ,  B1  ,  2  ,  pieces12x9
GTEX-S4P3-0226-SM-3K2BD  ,   1  ,  B1  ,  2  ,  pieces12x9
GTEX-S4P3-1526-SM-3K2AV  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S4P3-1626-SM-2XUAB  ,   0  ,  B1  ,  2  ,  pieces
GTEX-S4P3-1626-SM-3K2AZ  ,   0  ,  B1  ,  2  ,  pieces
GTEX-S4P3-1826-SM-2XU8N  ,   0  ,  B1  ,  2  ,  pieces
GTEX-S4P3-1826-SM-3K2AL  ,   0  ,  B1  ,  2  ,  pieces
GTEX-S4Q7-0001-SM-2VCU1  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-S4Q7-0001-SM-2XK2L  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-S4Q7-0003-SM-3NM8M  ,   B1  ,  10  ,  Blood  ,  Cells
GTEX-S4Q7-0006-SM-2XUA8  ,   B1  ,  9.2  ,  Blood  ,  Whole
GTEX-S4Q7-0006-SM-3K2AT  ,   B1  ,  9.2  ,  Blood  ,  Whole
GTEX-S4Q7-0008-SM-3NM8A  ,   B1  ,  9.4  ,  Skin  ,  Cells
GTEX-S4Q7-0326-SM-2XUAU  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-S4Q7-0326-SM-3K2B1  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-S4Q7-0426-SM-2XUAZ  ,   1  ,  B1  ,  2  ,  aliquots,
GTEX-S4Q7-0426-SM-3K2BJ  ,   1  ,  B1  ,  2  ,  aliquots,
GTEX-S4Q7-1426-SM-2XU8I  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-S4Q7-1426-SM-3K2B9  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-S4Q7-1526-SM-2XU9C  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-S4Q7-1526-SM-3K2AG  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-S4Q7-1626-SM-2XU8B  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-S4Q7-1626-SM-3K2AE  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-S4UY-0003-SM-2VCTU  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-S4UY-0003-SM-2XK2Q  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-S4UY-0006-SM-3K2A7  ,   C1  ,  8.1  ,  Blood  ,  Whole
GTEX-S4UY-0008-SM-3NM8H  ,   C1  ,  8.5  ,  Skin  ,  Cells
GTEX-S4UY-0126-SM-2XU9R  ,   0  ,  C1  ,  6pieces,  ,  6.5x2.5mm,
GTEX-S4UY-0126-SM-3K2BB  ,   0  ,  C1  ,  6pieces,  ,  6.5x2.5mm,
GTEX-S4UY-0226-SM-3K2AP  ,   0  ,  C1  ,  2  ,  aliquots,
GTEX-S4UY-0426-SM-2XU8M  ,   0  ,  C1  ,  2  ,  aliquots,
GTEX-S4UY-0426-SM-3K2AF  ,   0  ,  C1  ,  2  ,  aliquots,
GTEX-S4UY-0526-SM-2XUA3  ,   0  ,  C1  ,  2  ,  aliquots,
GTEX-S4UY-0526-SM-3K2AN  ,   0  ,  C1  ,  2  ,  aliquots,
GTEX-S4UY-0626-SM-2XUAQ  ,   0  ,  C1  ,  2  ,  aliquots,
GTEX-S4UY-0626-SM-3K2AO  ,   0  ,  C1  ,  2  ,  aliquots,
GTEX-S4Z8-0003-SM-2VCTZ  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-S4Z8-0003-SM-2XK2M  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-S4Z8-0006-SM-2XU8E  ,   B1  ,  8.2  ,  Blood  ,  Whole
GTEX-S4Z8-0006-SM-3K2AQ  ,   B1  ,  8.2  ,  Blood  ,  Whole
GTEX-S4Z8-0008-SM-33HAZ  ,   B1  ,  9.8  ,  Skin  ,  Cells
GTEX-S4Z8-0326-SM-2XUAS  ,   0  ,  B1  ,  2  ,  pieces
GTEX-S4Z8-0326-SM-3K2AU  ,   0  ,  B1  ,  2  ,  pieces
GTEX-S4Z8-0426-SM-2XUA2  ,   0  ,  B1  ,  2  ,  pieces
GTEX-S4Z8-0426-SM-3K2AH  ,   0  ,  B1  ,  2  ,  pieces
GTEX-S4Z8-1026-SM-2XUAL  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S4Z8-1026-SM-3K2AI  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S4Z8-1726-SM-2XU8V  ,   0  ,  B1  ,  2  ,  pieces
GTEX-S4Z8-1726-SM-3K2AX  ,   0  ,  B1  ,  2  ,  pieces
GTEX-S4Z8-1826-SM-2XU9S  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S4Z8-1826-SM-3K2BH  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S4Z8-1926-SM-2XU8Q  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S4Z8-1926-SM-3K2AR  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S4Z8-2026-SM-2XU8K  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S4Z8-2026-SM-3K2A9  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S7PM-0006-SM-3NM8C  ,   C1  ,  8.6  ,  Blood  ,  Whole
GTEX-S7PM-0008-SM-3NM9Q  ,   C1  ,  8.9  ,  Skin  ,  Cells
GTEX-S7PM-0011-R5A-SM-3NM8G  ,   C1,  ,  A1  ,  6.3  ,  Brain
GTEX-S7PM-0011-R6A-SM-3NM8F  ,   C1,  ,  A1  ,  6  ,  Brain
GTEX-S7PM-0426-SM-3NM91  ,   1  ,  C1  ,  2  ,  aliquots,
GTEX-S7PM-0526-SM-3NM92  ,   2  ,  C1  ,  2  ,  aliquots,
GTEX-S7PM-0926-SM-3PYK3  ,   3  ,  C1  ,  2  ,  aliquots,
GTEX-S7PM-0926-SM-3PZ76  ,   3  ,  C1  ,  2  ,  aliquots,
GTEX-S7SE-0004-SM-2XK2B  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-S7SE-0004-SM-325A3  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-S7SE-0004-SM-325HK  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-S7SE-0005-SM-2XCEA  ,   C1  ,  9.5  ,  Blood  ,  Whole
GTEX-S7SE-0005-SM-2XV5X  ,   C1  ,  9.5  ,  Blood  ,  Whole
GTEX-S7SE-0008-SM-33HB1  ,   C1  ,  9.5  ,  Skin  ,  Cells
GTEX-S7SE-0011-R10A-SM-2XCDF  ,   C1,  ,  A1  ,  7.5  ,  Brain
GTEX-S7SE-0011-R10A-SM-2XV6P  ,   C1,  ,  A1  ,  7.5  ,  Brain
GTEX-S7SE-0011-R11A-SM-2XCDD  ,   C1,  ,  A1  ,  8  ,  Brain
GTEX-S7SE-0011-R11A-SM-2XV71  ,   C1,  ,  A1  ,  8  ,  Brain
GTEX-S7SE-0011-R1A-SM-2XCDE  ,   C1,  ,  A1  ,  6.7  ,  Brain
GTEX-S7SE-0011-R1A-SM-2XV6O  ,   C1,  ,  A1  ,  6.7  ,  Brain
GTEX-S7SE-0011-R2A-SM-2XCDC  ,   C1,  ,  A1  ,  6.2  ,  Brain
GTEX-S7SE-0011-R2A-SM-2XV69  ,   C1,  ,  A1  ,  6.2  ,  Brain
GTEX-S7SE-0011-R4A-SM-2XCDB  ,   C1,  ,  A1  ,  7.7  ,  Brain
GTEX-S7SE-0011-R4A-SM-2XV6H  ,   C1,  ,  A1  ,  7.7  ,  Brain
GTEX-S7SE-0011-R5A-SM-2XCDA  ,   C1,  ,  A1  ,  8.2  ,  Brain
GTEX-S7SE-0011-R5A-SM-2XV6C  ,   C1,  ,  A1  ,  8.2  ,  Brain
GTEX-S7SE-0011-R6A-SM-2XCD9  ,   C1,  ,  A1  ,  7.6  ,  Brain
GTEX-S7SE-0011-R6A-SM-2XV62  ,   C1,  ,  A1  ,  7.6  ,  Brain
GTEX-S7SE-0011-R7A-SM-2XCDI  ,   C1,  ,  A1  ,  6.1  ,  Brain
GTEX-S7SE-0011-R7A-SM-2XV6D  ,   C1,  ,  A1  ,  6.1  ,  Brain
GTEX-S7SE-0011-R8A-SM-2XCDG  ,   C1,  ,  A1  ,  7.5  ,  Brain
GTEX-S7SE-0011-R8A-SM-2XV6X  ,   C1,  ,  A1  ,  7.5  ,  Brain
GTEX-S7SE-0126-SM-2XCD5  ,   1  ,  C1  ,  6  ,  pieces,
GTEX-S7SE-0126-SM-2XV4Z  ,   1  ,  C1  ,  6  ,  pieces,
GTEX-S7SE-0226-SM-2XCD4  ,   1  ,  C1  ,  2  ,  aliquots,
GTEX-S7SE-0526-SM-2XCD8  ,   1  ,  C1  ,  2  ,  aliquoqts,
GTEX-S7SE-0526-SM-2XV4N  ,   1  ,  C1  ,  2  ,  aliquoqts,
GTEX-S7SE-0726-SM-2XCD7  ,   1  ,  C1  ,  2  ,  aliquots,
GTEX-S7SE-0726-SM-2XV5T  ,   1  ,  C1  ,  2  ,  aliquots,
GTEX-S7SE-0926-SM-2XCD6  ,   2  ,  C1  ,  2  ,  aliquots,
GTEX-S7SE-0926-SM-2XV63  ,   2  ,  C1  ,  2  ,  aliquots,
GTEX-S7SE-2526-SM-2XCDL  ,   2  ,  C1  ,  4  ,  pieces,
GTEX-S7SE-2526-SM-2XV6R  ,   2  ,  C1  ,  4  ,  pieces,
GTEX-S7SF-0001-SM-2XV74  ,   B1  ,  10  ,  Blood  ,  Cells
GTEX-S7SF-0001-SM-3K2BE  ,   B1  ,  10  ,  Blood  ,  Cells
GTEX-S7SF-0003-SM-2VCU4  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-S7SF-0003-SM-2XK2H  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-S7SF-0006-SM-2XUAD  ,   B1  ,  9.1  ,  Blood  ,  Whole
GTEX-S7SF-0006-SM-3K2B6  ,   B1  ,  9.1  ,  Blood  ,  Whole
GTEX-S7SF-0008-SM-3NM8T  ,   B1  ,  9.5  ,  Skin  ,  Cells
GTEX-S7SF-0226-SM-2XUAJ  ,   0  ,  B1  ,  2  ,  pieces
GTEX-S7SF-0226-SM-3K2BI  ,   0  ,  B1  ,  2  ,  pieces
GTEX-S7SF-0426-SM-2XUAV  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S7SF-0426-SM-3K2B7  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S7SF-0526-SM-2XUAI  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S7SF-0526-SM-3K2BC  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S7SF-1626-SM-2XU9K  ,   1  ,  B1  ,  6  ,  pieces
GTEX-S7SF-1626-SM-3K2AY  ,   1  ,  B1  ,  6  ,  pieces
GTEX-S7SF-1826-SM-3K2AD  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S7SF-2026-SM-2XU9J  ,   0  ,  B1  ,  2  ,  pieces
GTEX-S7SF-2026-SM-3K2AS  ,   0  ,  B1  ,  2  ,  pieces
GTEX-S7SF-2126-SM-3K2B2  ,   0  ,  B1  ,  2  ,  pieces
GTEX-S7SF-2226-SM-2XU93  ,   0  ,  B1  ,  2  ,  pieces:
GTEX-S7SF-2226-SM-3K2BG  ,   0  ,  B1  ,  2  ,  pieces:
GTEX-S95S-0002-SM-3NM8K  ,   B1  ,  10  ,  Blood  ,  Cells
GTEX-S95S-0004-SM-325A4  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-S95S-0004-SM-325HJ  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-S95S-0005-SM-2XCEC  ,   B1  ,  8.8  ,  Blood  ,  Whole
GTEX-S95S-0005-SM-2XV5N  ,   B1  ,  8.8  ,  Blood  ,  Whole
GTEX-S95S-1326-SM-2XCDK  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-S95S-1426-SM-2XCDM  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-S95S-1426-SM-2XV5A  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-S95S-1526-SM-2XCDH  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-S95S-1526-SM-2XV56  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-S95S-1626-SM-2XCDJ  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-S95S-1626-SM-2XV5P  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-SE5C-0003-SM-325AC  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-SE5C-0003-SM-325HT  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-SE5C-0526-SM-2XCE1  ,   1  ,  B1  ,  2  ,  pieces
GTEX-SE5C-0526-SM-2XV6Y  ,   1  ,  B1  ,  2  ,  pieces
GTEX-SE5C-0626-SM-2XCDV  ,   1  ,  B1  ,  2  ,  pieces
GTEX-SE5C-0626-SM-3P5ZJ  ,   1  ,  B1  ,  2  ,  pieces
GTEX-SE5C-1626-SM-2XCE3  ,   0  ,  B1  ,  6  ,  pieces
GTEX-SE5C-1826-SM-2XCE4  ,   1  ,  B1  ,  2  ,  pieces
GTEX-SIU7-0001-SM-3NMAW  ,   B1  ,  9.9  ,  Blood  ,  Cells
GTEX-SIU7-0002-SM-2VCU5  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-SIU7-0002-SM-2XK2N  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-SIU7-0006-SM-2XCE6  ,   B1  ,  6.9  ,  Blood  ,  Whole
GTEX-SIU7-0426-SM-2XCDX  ,   1  ,  B1  ,  2pieces  ,  9x6
GTEX-SIU7-0426-SM-2XV6U  ,   1  ,  B1  ,  2pieces  ,  9x6
GTEX-SIU7-0526-SM-2XV5V  ,   1  ,  B1  ,  2  ,  pieces
GTEX-SIU7-0526-SM-3NM8I  ,   1  ,  B1  ,  2  ,  pieces
GTEX-SIU7-1126-SM-2XCDW  ,   1  ,  B1  ,  2  ,  pieces
GTEX-SIU7-1126-SM-2XV72  ,   1  ,  B1  ,  2  ,  pieces
GTEX-SIU7-1326-SM-2VCU7  ,   1  ,  B1  ,  6  ,  pieces
GTEX-SIU7-1326-SM-2XK3D  ,   1  ,  B1  ,  6  ,  pieces
GTEX-SIU7-1726-SM-2XCDZ  ,   1  ,  B1  ,  6  ,  pieces
GTEX-SIU7-1726-SM-2XV4K  ,   1  ,  B1  ,  6  ,  pieces
GTEX-SIU7-1826-SM-2VCU6  ,   1  ,  B1  ,  2  ,  pieces
GTEX-SIU7-1826-SM-2XCE2  ,   1  ,  B1  ,  2  ,  pieces
GTEX-SIU7-1826-SM-2XK3C  ,   1  ,  B1  ,  2  ,  pieces
GTEX-SIU7-1826-SM-2XV6Z  ,   1  ,  B1  ,  2  ,  pieces
GTEX-SIU8-0002-SM-325AJ  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-SIU8-0002-SM-325HY  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-SIU8-0006-SM-2XCE5  ,   C1  ,  8.4  ,  Blood  ,  Whole
GTEX-SIU8-0006-SM-2XV6N  ,   C1  ,  8.4  ,  Blood  ,  Whole
GTEX-SIU8-0126-SM-2XCDT  ,   1  ,  C1  ,  6  ,  pieces,
GTEX-SIU8-0126-SM-2XV58  ,   1  ,  C1  ,  6  ,  pieces,
GTEX-SIU8-0226-SM-2XCDS  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-SIU8-0226-SM-2XV4Q  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-SIU8-0326-SM-2XCDR  ,   1  ,  C1  ,  2  ,  pieces
GTEX-SIU8-0326-SM-2XV4V  ,   1  ,  C1  ,  2  ,  pieces
GTEX-SIU8-0526-SM-2XCDP  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-SIU8-0526-SM-2XV5O  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-SIU8-0626-SM-2XCDN  ,   1  ,  C1  ,  2  ,  pieces
GTEX-SIU8-0626-SM-2XV5R  ,   1  ,  C1  ,  2  ,  pieces
GTEX-SIU8-0826-SM-2XCDQ  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-SIU8-0826-SM-2XV65  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-SIU8-0926-SM-2XCDO  ,   2  ,  C1  ,  2  ,  pieces
GTEX-SIU8-0926-SM-2XV6Q  ,   2  ,  C1  ,  2  ,  pieces
GTEX-SJXC-0003-SM-325AA  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-SJXC-0003-SM-325HP  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-SJXC-0005-SM-2XCE7  ,   C1  ,  7.7  ,  Blood  ,  Whole
GTEX-SJXC-0005-SM-2XV6A  ,   C1  ,  7.7  ,  Blood  ,  Whole
GTEX-SJXC-0126-SM-2XCFF  ,   1  ,  C1  ,  6  ,  pieces
GTEX-SJXC-0126-SM-2XV4I  ,   1  ,  C1  ,  6  ,  pieces
GTEX-SJXC-0226-SM-2XCDU  ,   1  ,  C1  ,  2  ,  pieces
GTEX-SJXC-0326-SM-2XCFI  ,   1  ,  C1  ,  2  ,  pieces
GTEX-SJXC-0326-SM-2XV4O  ,   1  ,  C1  ,  2  ,  pieces
GTEX-SJXC-0426-SM-2XCFH  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-SJXC-0426-SM-2XV53  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-SJXC-0526-SM-2XCFG  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-SJXC-0526-SM-2XV57  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-SJXC-0726-SM-2XCFJ  ,   1  ,  C1  ,  2  ,  pieces
GTEX-SJXC-0726-SM-2XV6M  ,   1  ,  C1  ,  2  ,  pieces
GTEX-SN8G-0001-SM-3NM8L  ,   C1  ,  10  ,  Blood  ,  Cells
GTEX-SN8G-0002-SM-325AH  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-SN8G-0002-SM-325HX  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-SN8G-0006-SM-32PLD  ,   C1  ,  8.2  ,  Blood  ,  Whole
GTEX-SN8G-0126-SM-32PLI  ,   1  ,  C1  ,  6  ,  pieces,
GTEX-SN8G-0326-SM-32PLG  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-SN8G-0426-SM-32PLF  ,   1  ,  C1  ,  2  ,  pieces
GTEX-SN8G-0526-SM-32PLE  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-SNMC-0004-SM-2XJZO  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-SNMC-0004-SM-3259Z  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-SNMC-0004-SM-325HH  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-SNMC-0006-SM-2XCFE  ,   B1  ,  9.1  ,  Blood  ,  Whole
GTEX-SNMC-0006-SM-2XV4M  ,   B1  ,  9.1  ,  Blood  ,  Whole
GTEX-SNMC-0126-SM-2XCFO  ,   0  ,  B1  ,  2  ,  pieces
GTEX-SNMC-0126-SM-2XV6G  ,   0  ,  B1  ,  2  ,  pieces
GTEX-SNMC-1226-SM-2XCFP  ,   1  ,  B1  ,  6  ,  pieces
GTEX-SNMC-1226-SM-2XV54  ,   1  ,  B1  ,  6  ,  pieces
GTEX-SNMC-1326-SM-2XCFK  ,   1  ,  B1  ,  2  ,  pieces
GTEX-SNMC-1426-SM-2XCFM  ,   1  ,  B1  ,  2  ,  pieces
GTEX-SNMC-1426-SM-2XV6L  ,   1  ,  B1  ,  2  ,  pieces
GTEX-SNMC-1526-SM-2XCFN  ,   0  ,  B1  ,  2  ,  pieces
GTEX-SNMC-1526-SM-2XV4X  ,   0  ,  B1  ,  2  ,  pieces
GTEX-SNOS-0003-SM-3NMAO  ,   B1  ,  10  ,  Blood  ,  Cells
GTEX-SNOS-0004-SM-325AE  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-SNOS-0004-SM-325HU  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-SNOS-0006-SM-32PLH  ,   B1  ,  9.1  ,  Blood  ,  Whole
GTEX-SNOS-0226-SM-32PLR  ,   1  ,  B1  ,  2  ,  pieces
GTEX-SNOS-0426-SM-32PMH  ,   1  ,  B1  ,  2  ,  pieces
GTEX-SNOS-1426-SM-32PLY  ,   1  ,  B1  ,  2  ,  pieces
GTEX-SNOS-1526-SM-32PLW  ,   0  ,  B1  ,  2  ,  pieces
GTEX-SNOS-1626-SM-3NMA4  ,   0  ,  B1  ,  2  ,  pieces
GTEX-SNOS-1726-SM-32PLN  ,   0  ,  B1  ,  2  ,  pieces
GTEX-SSA3-0001-SM-325A5  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-SSA3-0001-SM-325HL  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-SSA3-0002-SM-3P61R  ,   B1  ,  10  ,  Blood  ,  Cells
GTEX-SSA3-0005-SM-32QOT  ,   B1  ,  8.9  ,  Blood  ,  Whole
GTEX-SSA3-0126-SM-32QPU  ,   0  ,  B1  ,  5  ,  pieces
GTEX-SSA3-0226-SM-32QPN  ,   0  ,  B1  ,  2  ,  pieces
GTEX-SSA3-0326-SM-32QPS  ,   0  ,  B1  ,  2  ,  pieces
GTEX-SSA3-0426-SM-32QPI  ,   0  ,  B1  ,  2  ,  pieces
GTEX-SSA3-0526-SM-32QPL  ,   0  ,  B1  ,  2  ,  pieces
GTEX-SUCS-0001-SM-325A7  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-SUCS-0001-SM-325HM  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-SUCS-0002-SM-3NMAJ  ,   B1  ,  10  ,  Blood  ,  Cells
GTEX-SUCS-0226-SM-32PLQ  ,   1  ,  B1  ,  2  ,  pieces
GTEX-SUCS-0326-SM-32PLL  ,   1  ,  B1  ,  2  ,  pieces
GTEX-SUCS-0626-SM-32PM5  ,   1  ,  B1  ,  2  ,  pieces
GTEX-SUCS-1626-SM-32PLS  ,   0  ,  B1  ,  2  ,  pieces
GTEX-SUCS-1726-SM-32PM8  ,   1  ,  B1  ,  2  ,  pieces
GTEX-SUCS-1826-SM-32PM1  ,   1  ,  B1  ,  pieces  ,  10x5
GTEX-SUCS-1926-SM-32PM3  ,   1  ,  B1  ,  6  ,  pieces
GTEX-T2IS-0002-SM-3259Y  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-T2IS-0002-SM-325HF  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-T2IS-0011-R11A-SM-32QPC  ,   C1,  ,  A1  ,  8.5  ,  Brain
GTEX-T2IS-0011-R2A-SM-32QPF  ,   C1,  ,  A1  ,  6  ,  Brain
GTEX-T2IS-0011-R3A-SM-32QPB  ,   C1,  ,  A1  ,  6.7  ,  Brain
GTEX-T2IS-0011-R5A-SM-32QP4  ,   C1,  ,  A1  ,  7  ,  Brain
GTEX-T2IS-0011-R6A-SM-32QP2  ,   C1,  ,  A1  ,  7.4  ,  Brain
GTEX-T2IS-0226-SM-32QPH  ,   0  ,  C1  ,  2  ,  ~8x7
GTEX-T2IS-0426-SM-32QPE  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-T2IS-0526-SM-32QP9  ,   1  ,  C1  ,  2  ,  pieces
GTEX-T2IS-0626-SM-32QP6  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-T2IS-1026-SM-32QP1  ,   0  ,  C1  ,  2  ,  pieces,
GTEX-T2IS-1526-SM-32QPR  ,   1  ,  C1  ,  2  ,  pieces
GTEX-T2IS-2626-SM-32QPP  ,   0  ,  C1  ,  2  ,  pieces
GTEX-T2IS-2926-SM-32QPO  ,   1  ,  C1  ,  4  ,  pieces,
GTEX-T2IS-3026-SM-32QPM  ,   1  ,  C1  ,  4  ,  pieces,
GTEX-T2IS-3126-SM-32QPK  ,   1  ,  C1  ,  1  ,  piece,
GTEX-T2YK-0003-SM-325AB  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-T2YK-0003-SM-325HR  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-T2YK-0005-SM-32QOV  ,   C1  ,  6.8  ,  Blood  ,  Whole
GTEX-T2YK-0526-SM-32QPJ  ,   1  ,  C1  ,  6  ,  pieces
GTEX-T2YK-2226-SM-32QPT  ,   2  ,  C1  ,  2  ,  pieces
GTEX-T5JC-0001-SM-3NMAK  ,   C1  ,  10  ,  Blood  ,  Cells
GTEX-T5JC-0002-SM-325A9  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-T5JC-0002-SM-325HQ  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-T5JC-0011-R10A-SM-32PM2  ,   C1,  ,  A1  ,  9.4  ,  Brain
GTEX-T5JC-0011-R11A-SM-32PMB  ,   C1,  ,  A1  ,  9.8  ,  Brain
GTEX-T5JC-0011-R1A-SM-32PM6  ,   C1,  ,  A1  ,  8.3  ,  Brain
GTEX-T5JC-0011-R2A-SM-32PLZ  ,   C1,  ,  A1  ,  8  ,  Brain
GTEX-T5JC-0011-R4A-SM-32PLT  ,   C1,  ,  A1  ,  8.6  ,  Brain
GTEX-T5JC-0011-R5A-SM-32PLK  ,   C1,  ,  A1  ,  8.9  ,  Brain
GTEX-T5JC-0011-R6A-SM-32PMI  ,   C1,  ,  A1  ,  9  ,  Brain
GTEX-T5JC-0011-R7A-SM-32PME  ,   C1,  ,  A1  ,  9.1  ,  Brain
GTEX-T5JC-0011-R8A-SM-32PLM  ,   C1,  ,  A1  ,  9.3  ,  Brain
GTEX-T5JC-0011-R9A-SM-32PLV  ,   C1,  ,  A1  ,  8.9  ,  Brain
GTEX-T5JC-0226-SM-32PMA  ,   0  ,  C1  ,  2  ,  pieces,
GTEX-T5JC-0426-SM-32PLO  ,   1  ,  C1  ,  6  ,  pieces
GTEX-T5JC-0526-SM-32PM7  ,   1  ,  C1  ,  pieces  ,  8x7
GTEX-T5JC-0626-SM-3NMA6  ,   1  ,  C1  ,  2  ,  pieces
GTEX-T5JC-0826-SM-32PMC  ,   2  ,  C1  ,  2  ,  pieces
GTEX-T5JC-2026-SM-32PMM  ,   2  ,  C1  ,  2  ,  pieces
GTEX-T5JC-2126-SM-32PMO  ,   2  ,  C1  ,  2  ,  pieces
GTEX-T5JC-2326-SM-32PMR  ,   2  ,  C1  ,  4  ,  pieces
GTEX-T5JC-2426-SM-3NMDB  ,   2  ,  C1  ,  4  ,  pieces
GTEX-T5JW-0002-SM-3G3SN  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-T5JW-0002-SM-3G3TO  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-T5JW-0003-SM-3NMAD  ,   B1  ,  9.9  ,  Blood  ,  Cells
GTEX-T5JW-0005-SM-3GADE  ,   B1  ,  7.4  ,  Blood  ,  Whole
GTEX-T5JW-1226-SM-3GACY  ,   1  ,  B1  ,  2  ,  pieces
GTEX-T5JW-1626-SM-3GADZ  ,   0  ,  B1  ,  6  ,  pieces,
GTEX-T5JW-1726-SM-3GADN  ,   0  ,  B1  ,  2  ,  pieces,
GTEX-T5JW-1826-SM-3GAE1  ,   0  ,  B1  ,  2  ,  pieces,
GTEX-T6MN-0002-SM-3NMAH  ,   C1  ,  10  ,  Blood  ,  Cells
